Word,valence,arousal,dominance
stimulus,5.63,4.7,6.21
sting,2.55,4.88,3.45
stinger,3.9,4.96,4.36
stinging,3.57,6.47,4.47
stingy,2.53,4.73,4.54
stink,2.35,4.48,4.76
stinker,3.3,4,3.8
stinky,3.16,3.76,4.29
stint,4.57,3.33,5.65
stipend,6.05,3.77,4.41
stipulate,4.86,4.11,5.71
stir,5.35,3.05,6.71
stitch,4.95,3.36,5.11
stitching,4.68,3.52,5.45
stock,5.5,3.5,4.62
stockade,2.67,4.67,4.36
stockbroker,4.05,3.1,5.44
stockholder,4.9,3.5,4.4
stocking,5.33,4.08,5
stockings,6.21,4.81,4.81
stockpile,5.53,4.55,5.5
stockroom,4.86,3.26,5.62
stoic,4.47,3.29,6.04
stomach,4.53,3.76,5.4
stomachache,2.16,5.21,4.1
stomp,3.9,4.82,6.44
stone,4.81,3.25,7.26
stonewall,4.58,3.7,5.24
stony,4.53,4.09,4.96
stooge,3.3,3.75,3.55
stool,4.47,2.39,5.2
stoop,4.67,3.17,4.29
stop,4.73,4.14,5.06
stopover,4.5,3.43,5.33
stopper,4.65,4.35,5.74
stopwatch,5.05,4.05,6.21
storage,4.95,3.68,6.23
store,5.94,3.43,5.44
storefront,5.76,3,5.22
storeroom,5.43,2.9,5.68
storm,5.74,5.86,3.72
stormy,5.14,6.52,4.53
story,7.27,3.52,5.33
storybook,6.76,3.4,6.32
storyteller,6.67,4.29,5.9
storytelling,7,4.4,6.18
stout,5.29,3.35,4.86
stove,5.63,3.82,6.08
stow,5,2.9,5.04
stowaway,4.35,4.23,4.83
straddle,5.62,5,5.15
straighten,6.26,3,5.88
straightforward,6.14,4.04,6.3
strain,3.71,4.78,4.08
straitjacket,2.71,5.1,3.97
strand,5,3.27,5.15
strange,4.72,3.5,5.28
stranger,4.09,5.8,4.84
strangle,3,5.43,3.62
strangulation,2.79,5.5,3.21
strap,5.1,4.23,5.71
strapless,5.65,5.25,5.33
strapping,4.77,4.77,5.63
strategic,6.57,4.32,6.29
strategist,5.29,5.15,5.76
strategy,5.95,4.15,6.67
stratosphere,5.52,4.19,4.48
straw,5.89,2.35,5.24
strawberry,7.25,4.05,5.54
stray,4.14,3.71,5.68
streak,5.37,4.5,5.3
stream,6.9,4.35,5.09
streamline,5.3,3.64,5.84
street,5.07,3.45,5.41
streetcar,5.44,3.75,5.24
streetlight,4.9,3.78,5.38
strength,6.73,5.3,7.42
strengthen,7.21,4.7,6
strenuous,4.14,5.14,4.65
strep,2.77,4.21,3.48
stress,1.79,4.72,3.85
stressful,2.62,5.65,3.97
stretch,5,4.73,6.23
stretcher,3.1,3.82,5.04
stricken,2.79,4.59,3.25
strict,3.65,4.5,5.27
stride,5.81,4.1,5.1
strife,3.68,4.17,4.18
strike,3.06,5.52,3.28
strikeout,3.16,4.9,4.78
striker,3.73,5.72,5.3
string,5.25,3.8,5.62
strings,5.28,2.58,5
stringy,4.05,4.27,4.84
strip,4.68,5.27,5.81
stripe,5.24,3.67,5.21
striped,4.81,4.38,4.86
stripper,5.19,5.57,5
striptease,5.32,6.8,5.45
strive,6.32,4.62,6.35
stroke,4.19,4.95,4.19
stroll,6.25,3.22,6.82
stroller,5.75,3.22,5.68
strong,6.81,5.14,6.54
stronghold,5.44,3.95,5.04
structural,5.6,3.67,5.27
structure,5.68,4,5.83
strudel,6.11,3.7,5.46
struggle,3,5.9,3.67
strut,5.6,5.46,6.39
stub,3.89,3.86,4.05
stubborn,3.74,4.13,5
stubbornness,3.61,4.74,5.85
stubby,4.5,4.14,5.3
stud,4.89,5.14,5.05
student,6.41,4.25,6.79
studio,6.24,4.79,5.57
study,5.78,2.55,5.33
stuff,5.86,3.52,4.83
stuffed animal,7.21,2.77,6.39
stuffy,3.73,4.61,4.53
stumble,3.76,4.76,4.2
stump,4.62,3.85,4.54
stun,4.55,5.5,4.19
stunner,5.76,4.5,5.85
stunning,6.24,6.5,5.81
stunt,4.95,4.81,4.4
stuntman,5.95,6.3,4.92
stupendous,6.95,4.57,6.38
stupid,2.84,4.34,4.03
stupidity,2.71,4.5,4.32
sturdy,6.19,3.27,6.62
stutter,2.95,4.48,4.72
style,6.81,4.6,7.47
styling,5.7,3.72,6.41
stylish,5.68,4.27,6.07
stylist,6,3.32,5.56
suave,5.43,3.14,6.04
sub,5,3.35,5.45
subatomic,5.53,4.57,3.89
subcommittee,5.1,4.15,4.9
subconscious,5.5,4,3.72
subdivision,4.74,3.25,4.96
subdue,3.17,3.3,6
subdued,3.58,2.95,4.57
subdural,4.4,3.09,4.96
subject,5.33,4.2,6.37
subjective,5.86,3.56,5.21
sublet,5.27,4.21,5.19
sublevel,4.95,3.32,4.56
sublime,5.95,3.82,5.21
subliminal,5.19,4.17,3.78
submarine,6,4.24,4.61
submerge,4.47,4.14,4.82
submersible,4.5,4.32,4.83
submission,4.6,4.29,4.97
submissive,4.67,3.32,4.47
submit,3.9,3.91,4.43
subordinate,4.44,3.09,3.46
subpoena,2.64,5,2.67
subscribe,5.43,4.26,6.23
subscriber,5.71,2.95,4.82
subscription,5.29,3.05,5.86
subsequent,5.16,4,5.22
subservient,3.67,3.5,4.25
subside,5.42,3.1,5
subsidiary,4.8,3.38,5.74
subspace,4.45,3.73,5.2
substance,4.29,3.62,5.75
substandard,3.33,3.91,3.67
substantial,6.14,5,6.62
substantiate,5.37,3.52,5.45
substation,4.43,3.29,5
substitute,4.91,3.59,5.25
substitution,4.95,3.24,5.6
subterranean,4.75,5.1,4.88
subtext,4.53,3.71,4.2
subtitle,5.41,3.25,5.67
subtle,5.62,3.37,5.09
subtlety,4.6,3.85,5.3
subtract,4.25,3.96,6.1
suburb,5.52,4.25,5.71
suburban,5.85,3.41,5.69
suburbia,5.52,3.75,5.05
subversive,4.1,4.41,5.33
subway,5.44,4.41,4.68
succeed,7.05,6.71,6.1
success,7.49,5.8,6.38
successful,7.76,5.08,7.71
succession,4.52,3.74,5.89
successor,6.11,4.59,5.9
succubus,3.67,4.68,4.05
succulent,6.5,5.64,5.89
suck,3.71,5.6,5.47
sucker,4,4.74,4.17
suction,4.25,3.81,4.88
suds,5.24,3.73,5.5
sue,2.18,6.15,5.58
suede,5.36,2.75,5.71
suffer,2.05,4.5,3.32
suffice,5.52,3.25,6.19
sufficient,6.1,3.17,6
suffocate,2.62,6.09,3.48
suffocation,2.44,5,3.17
sugar,6.56,5.29,6.32
suggest,5.55,3.75,5.84
suggestion,5.79,4.18,6.41
suggestive,4.95,4.44,5.68
suicidal,2.15,4.91,3.24
suicide,1.58,6.21,4.21
suit,5.89,3.05,5.17
suitable,5.7,3,6.16
suitcase,5.25,3.24,5.5
suite,7.05,3.61,6.16
suitor,5.63,3.67,5.58
sulfate,4.63,3.67,4.91
sulfur,4.5,3.86,5
sulk,3.22,3.3,3.68
sullen,2.84,4.52,4.57
sully,3.89,4.05,4.45
sultan,4.48,3.48,4.94
sum,5.71,3.1,5.88
summarize,4.89,2.8,6.4
summary,5.05,3.29,6.09
summation,4.85,4.15,5.19
summer,7.5,5.48,6.61
summerhouse,7.3,4.82,5.71
summertime,6.74,5.32,6.5
summit,5.5,4.35,4.45
summon,5.58,4.67,6.04
summons,3.6,5.14,3.84
sumo,4.45,3.71,5.48
sun,6.92,4.64,4.98
sunburn,2.76,4.45,4.12
sundae,7.76,4.79,5.8
sundial,5.95,3.22,5.19
sundown,6.21,3.71,4.4
sunflower,6.45,3.05,6.15
sunglasses,6.72,3.67,5.83
sunken,4.42,3.95,4
sunlight,7.46,4.44,6.12
sunny,7.95,5.38,5.11
sunrise,7.35,4.68,5.95
sunroof,6.47,3.24,6.17
sunscreen,5.77,3.95,5.89
sunset,7.46,4.68,5.32
sunshine,8.14,5.32,5.43
suntan,6.05,4.25,5.39
sunup,5.71,3.28,5.21
sup,5.53,4.3,5.26
super,7.05,4.25,6.91
superb,7,4.33,6.64
superficial,3.79,4.2,4.62
superfluous,4.53,4.45,4.58
superhero,6.89,6,5.83
superhuman,6.67,4.73,6.33
superintendent,4.86,3.24,5.16
superior,6.37,4.74,5.95
superiority,4.95,5.48,6.81
superman,6.52,5.17,5.11
supermarket,6.37,4.65,5.28
supermodel,5.53,6.09,5.18
supernatural,6.05,5.9,4
supernova,6.58,5.5,3.5
superposition,4.42,3.5,5.29
superpower,7.14,5.76,5.81
superstar,5.94,4.85,5.42
superstition,4.84,6.14,5.45
superstitious,4.75,5.95,4.89
superstore,6.24,4.43,4.75
supervise,5.05,4,6.1
supervision,4.26,5.05,4.55
supervisor,4.28,4.05,5.55
supper,6.72,3.6,5.64
suppertime,6.43,4.57,6.61
supple,5.76,4.09,5.7
supplement,5.43,3.22,5.22
supplemental,5.59,3.64,6.05
supplier,4.84,3.45,5.04
supply,5.11,3.28,5.24
support,6.89,3.05,6.11
supporter,6.05,4.41,6.32
supportive,6.95,3.83,6.58
suppose,5.27,3.33,5.11
supposed,5.41,3.48,5.24
suppress,2.72,3.55,4.55
suppression,3.68,3.17,4.29
supremacy,3.48,4.26,5.57
supreme,6.14,4.28,6.11
sure,6.64,3.48,6.82
surf,6.05,5.57,5.18
surface,5.62,3.04,5.16
surfboard,5.53,3.75,4.8
surfer,5.47,5.38,5.74
surge,5,5.22,5.92
surgeon,5.05,5.78,5
surgery,3.18,5.55,3.2
surgical,3.95,5,3.75
surly,3.9,3.8,4.95
surname,5.1,3.68,5.76
surplus,5.68,3.6,6.58
surprise,7.44,6.57,5.17
surprised,6.57,5.95,4.72
surprising,6.75,5.65,3.77
surreal,6.65,5.11,5.12
surrender,3.73,4.58,3.88
surrogate,5.27,4.27,4.5
surround,5.42,3.32,4.43
surroundings,6.37,3.43,5.7
surveillance,3.35,4.85,5.48
survey,5.55,3.68,6.93
survival,7.05,5.4,5.86
survive,6.9,4.53,6.21
survivor,6.68,4.81,6.25
susceptible,3.67,5.19,4
sushi,6.25,5.84,5.81
suspect,2.39,4.57,3.22
suspend,4.32,4.87,4.68
suspense,5.26,5.84,4.95
suspension,4.35,4.57,5.46
suspicion,3.33,6.04,4.95
suspicious,3.48,5,3.95
sustain,5.68,3.73,6.45
sustenance,6,3.28,6.12
suture,4.36,4.63,4.65
suv,4.75,3.48,5.11
swab,4.7,2.56,5.27
swag,5.37,4.33,5.94
swallow,5.57,3.78,5.72
swami,4.11,4.05,4.25
swamp,4.42,3.33,4.12
swank,4.84,4.14,5.27
swap,5.24,3.7,5.12
swarm,3.76,6.26,3.92
swastika,2.33,5.26,3.35
swat,4.38,6.21,5.24
sway,5.25,3.68,6.15
swear,3.44,5.05,4.11
sweat,4.38,5.1,4.69
sweater,6.19,2.8,5.95
sweatshirt,6.24,2.56,5.05
sweatshop,2.53,5.95,3.39
sweaty,3.95,4.78,4.53
sweep,5.27,3.89,5.76
sweeper,5.35,3.23,6.22
sweet,7.77,4.14,6.12
sweeten,6.26,4.71,5.74
sweetheart,7.84,5.39,6.76
sweetie,7.56,4.35,5.89
sweetness,7.37,4.37,5.92
swell,5.05,4.56,5.59
swerve,4.33,5.35,4.73
swift,5.83,4.88,6.24
swig,4.57,4.48,6
swill,4.65,3.81,5.24
swim,6.71,6.05,6.47
swimmer,6.26,4.26,6.48
swimming,7.2,5.13,5.83
swimsuit,6.05,5.8,5.08
swindle,3,4.32,4.13
swindler,2.33,4.82,3.86
swine,3.11,3.71,4.78
swing,6.95,4.1,6.16
swinger,4.37,5.81,4.96
swipe,4.47,3.68,5
swirl,6.45,4.58,5.12
swish,5.79,3.95,5.8
switch,5.29,3.9,6
switchblade,3.45,5.71,4.44
switchboard,4.86,3.65,5.31
swivel,5.26,4.62,5.52
swoon,5.76,3.83,5.67
swoop,5.16,5.62,5.04
sword,5.27,5.95,6
swordfish,6.15,5.15,5.19
swordplay,4.94,6.14,4.96
swordsman,5.25,4.72,4.68
sycamore,6.36,3.68,4.81
syllable,4.95,2.5,5.7
syllabus,4.86,2.95,4.74
symbiotic,5.7,4.05,5.16
symbol,5.67,2.77,4.96
symbolic,6.48,3.74,5.55
symbolism,6.62,3.52,5.3
symbolize,5.75,4.41,6.29
symmetrical,5.76,3.24,5.05
symmetry,5.27,3.19,6.42
sympathetic,6.67,3.29,6.3
sympathize,6,3.73,7.05
sympathy,6.57,3.08,5.9
symphonic,6.45,6.3,5.69
symphony,7.15,4.19,5.62
symposium,4.86,4.04,6
symptom,3.33,4.17,5
symptomatic,4,4.13,4.94
synagogue,4.85,2.56,4.64
synapse,5.42,3.95,5.14
synaptic,4.57,4.25,4.57
sync,6.21,3.95,6.13
synchronize,6.26,4.04,6.05
syndicate,4.35,3.06,4.67
syndrome,4.33,4.68,3.77
synergy,5.42,4.29,5.39
synonymous,5.24,3.41,5.47
synthesizer,5.16,4.3,5.64
synthetic,4.76,3.61,5.05
syphilis,2.17,4.59,3.27
syringe,3.05,4.81,5.39
syrup,6.44,3.11,5.25
system,5.5,3.38,5.65
systematic,4.62,3.52,4.65
t-shirt,6.43,2.23,5.19
tab,5.09,4.42,5.71
tabasco,4.5,5,5.62
tabernacle,5.65,3.52,5.7
table,5.49,3,5.84
tablecloth,5.33,2.81,6.28
tablet,6.21,3.65,6.1
tabloid,4.84,3.32,3.93
taboo,4.53,5.06,3.94
tack,4.42,2.85,5
tackle,5.38,4.43,5.2
tacky,3.68,4.05,4.58
taco,6.53,4.19,6.13
tact,5.71,3.95,5.94
tactful,6.18,3.62,6.32
tactic,5.7,5.05,6.19
tactical,5.05,4.27,5.46
tad,5.45,3.68,5.58
tadpole,6,4.17,5.32
taffy,5.95,3.45,5
tag,4.79,3.29,5.88
tail,5.3,3.27,5.32
tailgate,4.81,4.57,4.8
taillight,5.11,3.56,5.53
tailor,5.29,3.61,6.17
tailpipe,4.67,3.13,5.94
taint,3.77,4.43,4.45
take,4.82,4.52,4.83
takeoff,5.5,3.77,5.11
takeout,6.63,4.45,6.42
takeover,3.71,4.73,5.65
taker,3.17,3.82,3.7
talcum,5.45,4.05,4.71
tale,5.95,3.09,6.19
talent,6.3,5.6,6.11
talented,7.95,4.55,6.14
talisman,5.68,4.6,4.83
talk,6.64,3.38,6.44
talkative,5.56,4.45,5.79
talker,4.55,4.05,6
tall,6.71,3.85,6.47
tally,4.74,3.44,6.29
talon,5.06,4.9,4.72
tambourine,6.1,3.33,6.04
tame,6.14,3.65,5.47
tamer,5.48,3.76,5.92
tamper,3.33,5.55,4.63
tampon,3.1,4.22,5.54
tan,6.05,3.75,5.5
tang,4.62,4.05,5.32
tangerine,6.81,3.9,6
tangible,5.63,4.18,6.56
tangle,3.95,4.52,4.35
tango,5.47,4.48,6.04
tank,4.71,4.32,4.92
tank top,6.25,5.14,5.32
tanker,4.74,4,5.33
tantrum,3.15,5.05,3.4
tap,5.33,3.95,6.12
tape,5.5,3.4,5.11
tape measure,5.05,4.1,5.68
tapestry,5.65,2.67,5.6
tapeworm,2.19,4.9,3.33
tapioca,5.48,3.74,5.67
taps,4.79,3.14,4.58
tar,3.9,3.65,5.1
tarantula,3.37,6.76,4.04
tardiness,2.95,5.05,4.3
tardy,3.47,4.3,4.35
target,5.24,5.35,6.42
tarmac,4.76,3.1,5.35
tarot,3.9,3.96,4.77
tarp,4.79,2.9,4.36
tarry,4.68,3.1,4.55
tart,5.43,4.8,5.68
tartar,4.52,2.73,5.38
task,6.05,3.83,6.18
tassel,4.95,4.78,5.32
taste,6.63,4.56,7.33
tasteful,6.89,4.73,6.54
tasteless,3.25,3.86,5.4
tasty,6.89,5.28,6.18
tattler,2.84,4.45,4.75
tattletale,2.95,6.1,4.7
tattoo,4.45,5,6.63
taunt,3.4,4.85,3.23
taupe,4.7,3.7,5.77
taut,4.25,4.29,4.73
tavern,5.55,4.22,5
tawdry,3.9,3.35,3.37
tawny,4.86,4.16,4.38
tax,3,4.52,3.05
taxi,4.79,3.79,4.53
taxicab,5,3.8,5.24
taxpayer,4.05,2.96,5.06
tea,6.56,2.05,6
teach,7.06,3.47,5.78
teacher,7.37,2.9,5.95
teacup,6.5,3.57,5.58
teahouse,6.44,2.76,5.61
teal,5.7,3.73,5.7
team,5.91,3.38,6.53
teammate,6.2,3.74,5.68
teamwork,6.26,4.64,5.54
teapot,6,3.39,5.67
tear,3.14,4.8,5.68
tearful,3.67,4.92,3.42
tease,4.17,5.21,5.24
teaspoon,5.25,2.47,5.43
teatime,6.4,3.16,5.82
tech,5.77,4.1,5.55
technical,5,5.28,6.24
technicality,4.21,4.36,4.3
technician,5.65,3.33,4.81
technique,7,3.45,5.68
techno,5.53,5,5.18
technological,5.3,4.56,6.25
technology,5.53,4.62,5.2
teddy bear,7.38,3.74,6.35
tedious,3.62,4.37,4.1
tee,5.4,3.68,6.15
teeming,4.83,3.6,4.4
teen,5.1,3.86,4.89
teenage,5.8,5.26,5.05
teenager,4.58,4.23,4.3
teens,5.58,3.96,4
teensy,5.09,3.77,5.84
teeny,5.62,3.74,5
teeth,5,3.8,5.65
teething,3.11,4.05,4.12
telegram,5.27,4.14,5.14
telegraph,5.37,2.82,5.21
telekinesis,5.9,5.68,4.62
telemetry,5,3.5,5.48
telepathic,5.9,4.62,5.24
telepathy,5,5.7,5.26
telephone,5.71,4.3,6.74
telescope,6.75,3.38,6.07
telethon,3.11,3,5.29
teletype,5.2,3.86,5.21
televised,6,4,5.37
television,7.18,4.1,6.21
tell,5.27,3.86,4.94
teller,5.33,3,4.32
temp,4.63,3.62,4.9
temper,3.89,4.9,4.61
temperament,4.67,3.8,5.32
temperamental,3.86,5.7,4.61
temperance,5.05,4,6.58
temperature,5.58,4.86,4.64
tempest,4.52,5.26,4.62
template,5.45,3.46,4.86
temple,5.3,3.36,5.84
tempo,5.59,4,6
temporal,4.57,3.38,5.42
temporary,4.33,3.35,4.29
tempt,5,5.29,4.8
temptation,4.5,5.38,5.25
tempting,6.05,6.06,5.17
temptress,4.68,5.43,4.42
ten,5.16,3.1,4.8
tenacious,5.65,4.78,5.42
tenant,4.57,2.59,5.41
tend,4.8,3.22,6.33
tendency,4.85,3.72,4.68
tender,6.47,3.22,5.85
tenderfoot,4.26,3.16,4.95
tenderness,6.89,3.1,5.08
tendon,5.11,3.3,4.68
tenement,4.55,3.77,5.05
tennis,5.4,3.89,5.68
tenor,5.48,4,5.69
tense,2.75,5.32,4.72
tension,3.6,5.08,4.53
tent,6.23,3.38,5.91
tentative,5.1,3.4,5.16
tenure,4.6,3.65,5.68
tepee,6.29,4,4.95
tequila,6.27,5.77,5.38
teriyaki,6.57,4.16,5.58
term,5.57,3.6,5.5
terminal,4.27,3.68,4.15
terminate,3.05,4.95,3.25
termination,2.95,5.9,3.38
terminator,5.43,6.05,4.34
terminology,5.67,2.8,5.32
termite,3.08,4.24,3.53
terrace,5.33,3.52,4.86
terrain,5.53,3.09,4.83
terrible,2.1,4.39,3.4
terrier,6.2,3.75,5.32
terrific,7.12,5.46,6.27
terrified,2.51,6.1,3.29
terrify,2.84,6.39,2.79
terrifying,2.63,5.91,2.68
territorial,4.16,4.29,5.32
territory,5.3,4.32,6.23
terror,2.75,6.35,2.95
terrorism,1.6,7.42,2.69
terrorist,2.35,6.09,3.02
terrorize,2.5,5.95,3.05
test,4.44,4.3,4.06
testament,5,3.94,5.68
testicle,4.19,5.4,4.86
testicular,3.89,4.95,4.14
testify,4.55,6.16,5.88
testimonial,5.89,3.15,4.8
testimony,5.05,4.22,4.63
testosterone,5.2,6.75,4.73
testy,3.55,4.55,5.47
tetanus,3.33,5.52,4.2
tether,4.32,4.19,4.7
text,6.5,3.48,6.33
textbook,5,2.94,5.17
textile,4.89,3.38,5.71
texture,5.57,3.33,5.29
thank,7.77,3.33,6.89
thankful,7.76,4.52,6.55
thankless,3.63,4.86,4.68
thanks,7.73,4.05,6.72
thanksgiving,6.79,4.95,6.25
thatch,5.2,2.8,4.86
thaw,4.95,3.84,5.82
theater,6.14,3.73,5.54
theatrical,5.3,5.36,6.95
theatrics,5.45,5.05,6.21
theft,2.6,5.17,3.93
theme,5.43,3.08,5.9
theology,4.95,3.32,5.35
theoretical,4.8,3.9,4.97
theory,5.65,4.41,5.76
therapeutic,6.29,2.18,6.59
therapist,4.43,3.32,4.23
therapy,5.1,3.74,4.73
thermal,5.36,3.48,5.09
thermometer,5.22,3.36,5.32
thermos,5.79,3.15,5.17
thermostat,5.48,3.56,5.73
thesis,4.7,4.1,5.88
thick,4.63,3.13,5.72
thicket,4.33,3.25,4.45
thickness,5.19,3.74,4.95
thief,2.32,6.05,3.14
thigh,5.22,5.32,5.73
thin,5.47,4.5,5.33
thing,5.55,3.43,5.41
thingy,5.42,4.27,5.16
think,6.68,3.75,6.5
thinker,7.26,4.45,7.68
third,5,2.64,5.61
thirst,4.14,4.12,6
thirsty,4.48,4.08,6.2
thirteen,5.11,4.36,4.46
thirty,4.74,3.57,5.7
thistle,4.95,3.9,3.73
thong,5.48,4.68,5.16
thorn,3.62,4.2,4.1
thorny,3.1,4.92,3.68
thorough,6.15,3.3,7.28
thoroughbred,6.47,4.65,5.55
thoroughfare,5.19,4.32,5.81
thought,6.76,4.16,6.15
thoughtful,7.26,2.55,6.62
thoughtless,4.05,4.43,4.45
thousand,6.44,3.5,6
thrash,3.48,4.3,5.05
thread,5.5,3.87,5.5
threat,2.63,6.57,3.6
threaten,2.6,6.05,3.29
three,5.43,3.38,5.45
threesome,5.89,5.7,6
threshold,5.53,3.09,4.61
thrift,5.72,2.95,5.93
thrill,7.37,7.19,6.09
thriller,5.75,6,4.57
thrilling,7.19,6.16,5.95
thrive,6.79,5.65,7.05
thriving,5.9,5.22,7.42
throat,4.76,4.2,5.84
throbbing,3.68,5.64,4.89
throes,4.5,4.71,4.65
throne,5.45,5.22,6.19
throttle,5.55,5.36,5.71
throw,5.55,4.52,6.12
throwback,5.42,4.57,5
thrower,4.57,3.58,5.24
thrust,5.75,5.29,6.11
thruster,4.56,4.7,4.94
thud,4.24,5.05,4.52
thug,2.52,5.48,3.53
thumb,5.62,3.84,5.79
thumbprint,5.6,4.33,5.03
thump,4.42,4,5.5
thumper,5,4.09,4.83
thunder,5.74,5.75,3.9
thunderbolt,5.63,6.29,4.17
thunderclap,4.53,5.57,4.18
thunderstorm,5.67,6.1,3.5
thyroid,4.28,3.14,3.13
tiara,5.48,5.05,5.23
tibia,4.41,3.52,5.56
tic,4.24,4.41,3.71
tick,3.05,3.82,3.62
ticker,4.43,3.84,5.82
ticket,5.28,3.95,5
tickle,6.14,5.86,5.28
ticklish,6.19,4.88,4.39
tidal,5.33,5.05,5.32
tidal wave,4.9,4.8,3
tide,6.55,5.47,4.76
tidings,6.25,3.55,4.82
tidy,6.24,2.86,6.75
tie,5.33,3.1,5.17
tier,4.95,3.73,5.63
tiger,6,5.55,4.4
tighten,5,5.68,6.08
tightrope,4.81,4.18,3.89
tights,5.95,3.45,4.56
tile,5,2.89,4.82
tilt,4.78,4.59,5.8
timber,4.9,3.73,5.37
time,5.6,3.41,4.36
timeless,5.89,3.4,5.45
timely,6.14,3.48,5.9
timeout,4.05,3.81,4.72
timer,4.81,4.17,4.27
times,5.91,3.19,6.12
timetable,4.9,3.62,5.56
timid,3.37,3.15,4.69
timing,5.67,3.4,5.36
tin,4.95,2.73,5.54
tinfoil,4.79,3.25,5
tingle,6.23,5.24,5.52
tinker,5.95,2.83,5.95
tinkle,5.55,3.75,5.22
tinkling,5.33,5.4,5.91
tinsel,5.7,4.05,5.15
tiny,5.1,4.6,6.16
tip,6.77,4.05,5.84
tipper,5.25,3.73,6.81
tipster,5.3,3.62,5.65
tipsy,5.6,4.7,4.57
tiptoe,5.32,3.76,5.74
tire,4.55,3.09,5.52
tired,4.29,3.67,5.06
tireless,4.95,4.41,6.09
tiresome,3.86,2.52,4.73
tiring,3.68,3.55,3.78
tissue,5.3,3.1,5.32
tit,5.76,6.14,4.86
titan,5.71,4.32,6.05
titanic,4.42,4.39,4.53
titanium,5.26,3.78,5.88
title,5.71,2.15,5.25
toad,6,3.62,4.84
toast,6.73,3.65,6.39
toaster,5.8,3.85,6.23
toasty,6.05,4.65,5.57
tobacco,3.37,5,4.13
toddler,6.28,4.2,4.88
toe,5.24,3.1,5.1
toenail,3.95,3.06,5.96
toffee,6.19,5,6.33
tofu,4.29,3.09,4.9
toga,5.36,3.75,6.09
togetherness,6.3,4.64,6.37
toil,3.62,5.55,4.92
toilet,3.71,4.5,6.37
token,5.63,3.09,5.3
tolerable,4.9,4.4,5.73
tolerance,6.43,3.36,5.96
tolerant,5.9,3.09,6
tolerate,6.19,3.14,5.7
toll,3.53,3.95,3.59
tomahawk,4.86,5.19,4.91
tomato,5.8,2.68,5.46
tomatoes,6.25,3.82,5.42
tomb,3.58,4.06,3.3
tombstone,3.14,4.86,3.89
tomcat,5.16,4.74,4.58
tome,5.29,4.6,6.24
ton,5,3.55,5.08
tone,5.47,3.67,5.18
toner,5.11,4.14,5.65
tongs,5,3.25,5.25
tongue,6.29,4.25,6.32
tonic,6.05,4.25,5.51
tool,5.07,3.91,5.98
toolbox,4.7,4.05,6.42
toot,4.74,4,5.53
tooth,5.06,3.52,4.89
toothache,2.32,5.86,2.95
toothbrush,5.58,3.38,6.21
toothless,2.52,4,3.52
toothpaste,5.21,2.86,6.12
toothpick,4.89,3.33,5.96
toots,5.2,5.1,5.15
top,6,4.33,6.25
topaz,5.55,3.87,6.19
topic,5.5,3.2,5.96
topical,5.35,3.29,5.73
topless,5.36,6.61,5.68
topple,4.86,3.21,4.9
topside,4.9,3.36,5.63
torch,4.5,5.12,5.86
torment,2.53,6.17,3.96
tornado,3.63,7.45,2.87
torpedo,3.71,4.48,3.89
torque,5.3,4.9,5.06
torrent,4.86,5,4.61
torrid,3.65,3.45,3.9
torso,5.23,3.85,6
tortoise,5.58,3.32,5.54
torture,1.4,5.09,2.76
toss,5,4.18,5.77
tot,6.36,3.14,5.5
total,5.32,4.25,6.89
tote,5.45,4.25,5.63
totem,5.32,4.78,5.83
touch,6.64,4.9,6.24
touchdown,7.11,4.86,5.91
touchy,4.29,3.88,3.63
tough,4.45,4.24,6
toughen,5.37,4.28,5.94
toupee,4,3.06,4.96
tour,6,4.8,7
tourism,5.35,4.06,5.65
tourist,5.71,3.57,5.05
tournament,6.24,4.08,5.18
tourniquet,4.05,5.05,4.24
tout,5.35,4.58,5.65
tow,5.38,3.75,5.33
towel,6.14,2.9,5.86
tower,5.24,3.86,5.45
towering,4.35,4.12,5
town,5.59,3.81,5.47
townhouse,5.95,4.3,4.57
township,5.35,2.9,5.33
townspeople,5.81,2.91,6.06
toxic,2.35,5.29,4.13
toxicity,2.47,4.6,3.28
toxicology,3.62,3.7,5.17
toxin,2.42,5.52,3.45
toy,7.29,4.29,5.61
toymaker,6.76,3.9,6.2
trace,4.74,2.84,5.95
traceable,4.63,3.61,5.24
tracer,5.05,3.86,5.28
trachea,4.73,4.21,4.38
track,5.78,3.76,4.67
tracker,4.87,4.59,5
tract,4.05,3.45,5.05
traction,5.27,4.17,6.16
tractor,5.05,3.73,5.75
trade,5.91,4.45,6.26
trademark,5,3.72,5.74
trader,5.47,3.5,5.8
tradition,6.09,4.61,6.37
traditional,5.95,3.76,5.43
traffic,2.18,5.25,5.58
traffic light,4.76,4.9,3.67
trafficking,2.55,4.72,4.18
tragedy,2.11,6.8,3.02
tragic,3.52,5.36,4.2
trail,6.15,4,5.42
trailer,4.44,2.85,5.16
train,6.36,4.05,5.72
train set,6.1,3.29,6.21
trainee,5.45,4.16,5.38
trainer,5.16,4,5.25
training,5.19,4.1,6.26
trait,5.44,3.55,5.76
traitor,2.39,4.27,4.73
traitorous,2.32,5.25,4.5
trajectory,4.89,3.33,4.6
tram,4.7,2.42,4.05
tramp,3.3,4.86,3.74
trample,3.73,5,4.76
trampoline,6.23,5.58,6.14
trance,5.24,4,3.18
tranquil,7.11,2.61,5.94
